source,mode,cluster_size,iteration,cluster_id,avg_abs_llr,snr_db
baseline,residual,48,35,11,28.954505636549204,0.0
baseline,residual,48,36,0,22.479350508249237,0.0
baseline,residual,48,36,1,24.13464327121689,0.0
baseline,residual,48,36,2,25.34503447669627,0.0
baseline,residual,48,36,3,24.852913315095755,0.0
baseline,residual,48,36,4,25.851806503312293,0.0
baseline,residual,48,36,5,23.278372414606885,0.0
baseline,residual,48,36,6,21.836993997498727,0.0
baseline,residual,48,36,7,21.538824571613134,0.0
baseline,residual,48,36,8,25.742386137786777,0.0
baseline,residual,48,36,9,24.832202543107652,0.0
baseline,residual,48,36,10,33.5229675233439,0.0
baseline,residual,48,36,11,29.00873365930215,0.0
baseline,residual,48,37,0,22.99820739931965,0.0
baseline,residual,48,37,1,25.140706544685187,0.0
baseline,residual,48,37,2,26.225339840981032,0.0
baseline,residual,48,37,3,25.927789738349876,0.0
baseline,residual,48,37,4,26.306092478054904,0.0
baseline,residual,48,37,5,23.82351558429802,0.0
baseline,residual,48,37,6,22.38213716718986,0.0
baseline,residual,48,37,7,22.083967741304267,0.0
baseline,residual,48,37,8,26.676328541713527,0.0
baseline,residual,48,37,9,28.542446178710602,0.0
baseline,residual,48,37,10,34.7975792091189,0.0
baseline,residual,48,37,11,29.690162621416064,0.0
baseline,residual,48,38,0,23.045404029272262,0.0
baseline,residual,48,38,1,25.27819736628165,0.0
baseline,residual,48,38,2,26.48184954913499,0.0
baseline,residual,48,38,3,26.08604762665641,0.0
baseline,residual,48,38,4,26.37549620814396,0.0
baseline,residual,48,38,5,23.941865464477612,0.0
baseline,residual,48,38,6,22.50048704736946,0.0
baseline,residual,48,38,7,22.125602260319997,0.0
baseline,residual,48,38,8,26.76128247562823,0.0
baseline,residual,48,38,9,28.666113615591307,0.0
baseline,residual,48,38,10,34.95264478770144,0.0
baseline,residual,48,38,11,29.794268216549654,0.0
baseline,residual,48,39,0,24.64351055382751,0.0
baseline,residual,48,39,1,25.939946836845664,0.0
baseline,residual,48,39,2,27.635790901232863,0.0
baseline,residual,48,39,3,28.078159690008448,0.0
baseline,residual,48,39,4,31.41025531020057,0.0
baseline,residual,48,39,5,26.34457083790736,0.0
baseline,residual,48,39,6,23.42693630615908,0.0
baseline,residual,48,39,7,23.05205151910962,0.0
baseline,residual,48,39,8,27.687731734417852,0.0
baseline,residual,48,39,9,29.59256287438093,0.0
baseline,residual,48,39,10,38.221785190723914,0.0
baseline,residual,48,39,11,33.361515620837366,0.0
baseline,residual,48,40,0,24.64351055382751,0.0
baseline,residual,48,40,1,25.939946836845664,0.0
baseline,residual,48,40,2,27.635790901232863,0.0
baseline,residual,48,40,3,28.078159690008448,0.0
baseline,residual,48,40,4,31.41025531020057,0.0
baseline,residual,48,40,5,26.34457083790736,0.0
baseline,residual,48,40,6,23.42693630615908,0.0
baseline,residual,48,40,7,23.05205151910962,0.0
baseline,residual,48,40,8,27.687731734417852,0.0
baseline,residual,48,40,9,29.59256287438093,0.0
baseline,residual,48,40,10,38.221785190723914,0.0
baseline,residual,48,40,11,33.361515620837366,0.0
baseline,residual,48,41,0,25.17078986283052,0.0
baseline,residual,48,41,1,26.255679500776473,0.0
baseline,residual,48,41,2,27.820378169432768,0.0
baseline,residual,48,41,3,28.27363852465565,0.0
baseline,residual,48,41,4,31.587154978323447,0.0
baseline,residual,48,41,5,26.608615995388014,0.0
baseline,residual,48,41,6,23.644853269033074,0.0
baseline,residual,48,41,7,23.366864813573578,0.0
baseline,residual,48,41,8,28.079967695127674,0.0
baseline,residual,48,41,9,29.785413145543366,0.0
baseline,residual,48,41,10,38.34247437962276,0.0
baseline,residual,48,41,11,33.55717336598156,0.0
baseline,residual,48,42,0,25.171869622219205,0.0
baseline,residual,48,42,1,26.259026414744426,0.0
baseline,residual,48,42,2,27.837330518742277,0.0
baseline,residual,48,42,3,28.28963382673845,0.0
baseline,residual,48,42,4,31.588344607752667,0.0
baseline,residual,48,42,5,26.610801719809032,0.0
baseline,residual,48,42,6,23.64703899345409,0.0
baseline,residual,48,42,7,23.36769953115761,0.0
baseline,residual,48,42,8,28.081911262027308,0.0
baseline,residual,48,42,9,29.78782834527179,0.0
baseline,residual,48,42,10,38.34519836311117,0.0
baseline,residual,48,42,11,33.5589578101254,0.0
baseline,residual,48,43,0,25.333243900572512,0.0
baseline,residual,48,43,1,26.40506509303786,0.0
baseline,residual,48,43,2,28.023690456692833,0.0
baseline,residual,48,43,3,28.49711504176413,0.0
baseline,residual,48,43,4,31.714324780226182,0.0
baseline,residual,48,43,5,26.908977620529924,0.0
baseline,residual,48,43,6,24.958012704108455,0.0
baseline,residual,48,43,7,23.658173232193562,0.0
baseline,residual,48,43,8,28.233087468995524,0.0
baseline,residual,48,43,9,29.93900455224001,0.0
baseline,residual,48,43,10,38.53416862182144,0.0
baseline,residual,48,43,11,33.74792806883567,0.0
baseline,residual,48,44,0,25.483959013099398,0.0
baseline,residual,48,44,1,26.5631439638838,0.0
baseline,residual,48,44,2,28.149249076324306,0.0
baseline,residual,48,44,3,28.55379490628032,0.0
baseline,residual,48,44,4,31.780451288828406,0.0
baseline,residual,48,44,5,26.98832943085259,0.0
baseline,residual,48,44,6,25.037364514431115,0.0
baseline,residual,48,44,7,23.807918453654278,0.0
baseline,residual,48,44,8,29.786982042749855,0.0
baseline,residual,48,44,9,30.08992156028627,0.0
baseline,residual,48,44,10,38.63335838472478,0.0
baseline,residual,48,44,11,33.847117831739,0.0
baseline,residual,48,45,0,26.29321386588779,0.0
baseline,residual,48,45,1,27.076166033071743,0.0
baseline,residual,48,45,2,29.021427193582024,0.0
baseline,residual,48,45,3,29.066816975468264,0.0
baseline,residual,48,45,4,32.82213401568289,0.0
baseline,residual,48,45,5,30.49990834634578,0.0
baseline,residual,48,45,6,26.432849502043464,0.0
baseline,residual,48,45,7,24.526149350517397,0.0
baseline,residual,48,45,8,30.505212939612974,0.0
baseline,residual,48,45,9,30.80815245714939,0.0
baseline,residual,48,45,10,39.531147005803675,0.0
baseline,residual,48,45,11,35.80225359577115,0.0
